Id,Sentence
1736,무기력하고 한심한 젊은이들을 한심하게 표현한 한심한 영화.
1737,80년대~90년대 초반 사이에 남발했던 한국형(삼류) 에로물...하나지.
1738,이야기의 반전이 예상 가능하고 공포적인 요소의 자극은 그다지 신선하지 않았다.
1739,"클라이맥스로 몰아가는 연출력, 반전 도구. 천천히 음미하면서 볼 수 있는 영화"
1740,시원이가 나오면
1741,"제이슨, 그의 시작. 8살 때 만났는데 .;;"
1742,여선생 엽기적
1743,친구가 된다는 것. 같이 시간을 보낸다는 거
1744,케이블 TV에 나오는 거 아니에요?베츠로 입니다
1745,평점을 올리기도 아까운 영화
1746,장나라 표정연기~~짱!!
1747,롤링스톤즈라는 그룹의 노래를 난생 처음 들어봤다. 그것은 너무나 숨막히는 일이었다.
1748,완전 기절
1749,진짜 웃기다. 이 영화 개인적으로 재미있어서 3번 봤다 --;
1750,이기적인 부모들같은...누리만 귀엽다..
1751,정말 스릴있고 재미있지만 개플 감독 죽어? 양심도 없어
1752,시대를 앞질렀다.
1753,처음에 기대했던 것보다 재미있다
1754,챔피언 마파 진짜 잘해
1755,울적한 영화
1756,하고 싶은 말은 뭘까? 아직도 모르겠어...오구리 멋지다..
1757,도대체 왜 재미없다고 하시는 거야? 전 정말 너무 재밌었어요.
1758,뭔가 좀 그렇지만 재미로 최고다 감동도 있고
1759,애플시드자막OO나..뭐야? 몰입할 수 없어.
1760,"장점 보기 힘든 영화, 하향식 전개, 각 부분이 따로 움직인다"
1761,2편부터는 점점 강렬해지는 것 같다. 대단해
1762,명대사:잘했어 선동렬
1763,친척오빠와 함께 2006년에 만났는데 미안해 000인줄 알았어 이게 영화야? 내가 찍어도 80%는 낮을 것 같아
1764,나는 너그러워서 이정도_
1765,캐스팅은 괜찮은데 너무 못해.
1766,란마 완전 좋아해~
1767,최악의 영화
1768,반전(반전)...무섭다...어쨌든 잘 봤어요~
1769,마지막에 갑자기 끝나서 아쉬웠어요.
1770,차가 피아니스트.. 에드리안 브로디의 피아니스트인 줄 알았다.규
1771,"영화의 가치는 제니퍼 애니스턴이 출연했다는 것, 그리 끌리는 캐릭터는 아니다."
1772,"이해는 잘 모르겠지만, 영화 전체의 분위기와 요즘 못 보는 스타일이라서 새로 오길 잘했어."
1773,너무 어두운 영화
1774,한심스러운 엄마에게 양다리 딸까지;;
1775,조잡한 영화 애니메이션으로 칠하면 단가??
1776,이건 재미도 없고 감동도 없고...
1777,명작... 액션이지만 가볍게 안아줘도 돼. 액션도 좋고.
1778,꿀빵 먹으려면 맛있게 먹던지...
1779,망할때는 이유가 있어. 나중에 ff7ac의 발판이 됐다는 점에서는 긍정적?
1780,재밌게 봤어.
1781,쓰레기
1782,배틀로얄과 의도는 같은 프로그램이고 장르는 드라마다
1783,"잘 만들었으면 괜찮은 소재... 연출과 각본, 배우의 부재가 아쉽다"
1784,열어서 재밌었는데 이 평점이 뭐야?
1785,전에 읽은 소설을 생각하게 해서 나름대로 좋았다.
1786,최고다!! 숨막히는 기차 액션의 원조
1787,"파리의 여자들이라는 제목이 어울리지 않을 것 같은, 일과 사랑을 그린 좋은 영화였습니다."
1788,재밌긴 재밌어.. 액션도 최고고..늑대가 진짜 나오다니
1789,호블렛의 호감도는 전작에 비해 여기서는 전혀 힘이 없다
1790,아...정말 대본 쓴 사람 누구냐...선정적이고 잔인... 모든 X폼은 다 잡아..
1791,진짜 국가를 위해 목숨까지 바치는 진정한 애국자가 누구인지를 보여주는 영화.
1792,볼 만한 영화
1793,스케일뿐인 큰 쓰레기 영화.
1794,마지막으로 나오는 대사와 이 영화에 대한 내용을 보고 이해가 갔다. 심오한 작품
1795,뭔가 있을 거야.앞으로 뭔가 하겠지. 끝난 영화
1796,"매력적인 배우에게 지루하지 않은 빠른 전개의 이야기, 행복한 로맨스"
1797,영화의 평점은 믿을 수 없다. 평점은 낮아도 보았지만 잘했다. 멜로라고 하는것은 우와~
1798,한국에도 이런 영화가 있었다니.존재 노래도 굿!
1799,정말 추천하고 싶어요.제대로 영화를 봐야 재밌다는
1800,인상깊게 봤어요.
1801,나에게는 매우 지루한 영화
1802,헤더 그레이엄이 외모에 비해 별로 인기가 없는 이유는 영화 고르는 법을 몰라서 일지도..
1803,짱짱 재밌어요.
1804,뭔가 있는 척하는 영화. 하지만 개의 뿔.
1805,옛날에 에너바엔딩 스토리 못봤는데 너무 재밌더라
1806,정말 많이 유치하다...
1807,울긴 했지만 그건 모두 서재와 유우의 눈물 때문이었다. 처음부터 슬프거나 감동을 줬어야 했다.
1808,궤도권 밖의 부유한 사람들 잔잔해도 포인트는 없다고.
1809,처음에는 그런대로 보았지만 스토리 캐릭터가 재미있었어요.자희라서 참고 있었는데
1810,묻지 마. 이건 최고다.
1811,마음을 움직일 시간이 많았다.
1812,긴장하면서 볼게요.재미있게 본 영화입니다.
1813,재밌겠다
1814,이런 가족이라면 하루하루가 무척 유쾌할 것이다.
1815,오~좀요 ⇒ 굿도
1816,마지막 장면이 영화를 살리다. 두 아이의 순수한 사랑 여운을 남기는 프랑스 영화
1817,비싼 배우가 나와서 재미있다고 생각했는데 실제로 보니 지루하다.
1818,평점이 너무 높다
1819,내가 본 영화 중에 최악이었어. 주인공이 반성도 없이 뭐가 뭔지 모르겠어.수상한 영화다
1820,감독이 무슨 말을 전하려는 건지 모르겠어.
1821,이런 친환경 007을 능가하는 악당이라면 나는 그와 손을 잡겠다. 미국경찰의 재등장.ㅋ
1822,전혀 다른 인생...이 아니었던 것 같다. 강하게 공감했다.
1823,뼈와 살이 분리된 누한방에서 느낀다!!
1824,딸은 낳고 싶지 않아
1825,인천 유나이티드 (지금 야쿠자 축구하는 것 봐라)
1826,열띤 분위기의 영화 알파치노 연기력만으로 버티는 수사물
1827,"최고의 액션과 뉴머신의 등장, 에스퍼와 베가의 싸움은 압권"
1828,따뜻하다.
1829,이 영화의 교훈 -> 삭발육의 맛을 보면 빈대도 남지 않는다
1830,きゃ- 재미있다!
1831,꼭 세 번 봐주세요. 최고의 일본 영화
1832,이것이 소설이라면 몰라도 영화로서는 쓰레기이다. 이런게 페미니즘? 뿌뿌~
1833,사랑스러운 로맨스도 아니고 게다가 열광적인 댄스 영화도 아니다.
1834,에세이적 아름다운 영화이군요.
1835,영화관에서 보니 돈이 아까운게...
1836,성룡이 나오면 반드시 10점
1837,말은 필요없어! 올해 본 드라마 중에 제일 재밌어.
1838,정말 이게 현실이다...
1839,이행심할머니가 더 이상 몸과 마음이 아프지 않기를 기도합니다.
1840,그 남자의 표정은 너무 많은 것을 담고 있었다.
1841,오직 주윤발만이 유일한 <도신>이다.
1842,이건 아니야
1843,사랑스러운 영화
1844,"내용은 차치하고, 좋아하는 배우가 나와서 좋았다. 근데 다음 편이 나와도 될 것 같은데?"
1845,"음.. 너무 뻔한 내용, 보고나서 이거 봤는지 조차 잊어버린 영화.."
1846,"소재도 재미있었고 배경, 음악, 모든 배우들이 마음에 들었다. ^^"
1847,기대이하.. 재미없어..
1848,지루한 영화네요. 제 취향은 아니네요시간이 좀...
1849,너무 슬프고 싫어요..
1850,누구를 비난하는 것이 옳은가. 인간의 본성은 무엇인가.
1851,이것은 감동도 없고 재미도 없는 영화 top10에 들어가는 영화입니다.
1852,진짜 최고다 진짜
1853,이상하게 느끼는건 나뿐만이 아니겠지?
1854,최고다!
1855,이문식 안내상 박준영 ... 흐흐 탈선 재연 영화네
1856,감독이 좀 변태 같고
1857,기대이상인데.. 재미★감동★스매시 마우스..
1858,원작의 책이 더 인상적이다
1859,사자 바로 앞에 있는데도 수십 명이 총탄을 한 발도 쏠 수 없다. 정말 답답해서 죽을 뻔 했어.
1860,OOO초등학교때 엄마가 이 비디오를 빌려오라고 한게 아니였어..
1861,"웃음제로, 액션도 안 돼 한국 무림여대생이 더 많더라."
1862,정말 재밌다... 굿 스피치
1863,"미히마루GT의 팬이라, 미히마루의 노래가 나와서 봤는데, 노래 나오는 것만 보면 됐어."
1864,결국 당하고만 있었는데 여자만 꼬셔서 사건해결... 그리구 정말 긴박해!!
1865,최고다~이영화와 비슷한 멕시코영화 아모레스페로스와 비교해봤으면 좋겠다~
1866,연기 시나리오는 둘 다 시트콤에도 못 미친다.
1867,50세 남자가 이렇게 되면 아마 바로 경찰서에 잡히겠지? 영화..정말 멋있어?
1868,90년대의 걸작들 중 하나입니다...
1869,재미없어
1870,진짜 짱!
1871,마지막까지 본 내가 감탄하다.
1872,10대 영화에 적합하다. 가장 인상 깊은 것은 글로리아 입의 귀여움.
1873,최고
1874,무겁고 답답한 생각을 떨쳐버리기 위해서 본 영화..재미있었다.
1875,생각보다 좋지 않았네요. 킬링타임용으로 별로였다
1876,별로
1877,just kidding
1878,액션은 개콘...재미없네.
1879,여자가 맞는 거 하면 맞을 거예요.
1880,잘 된 스릴러
1881,킬링 타임용으로는 손색이 없는데 OO왜 괴물이 이명박?
1882,뭐야 이건..
1883,제1탄보다 망쳐도!!! 3편이 나오길!!!
1884,더럽고 역겨워서 점수마저 올리기도 아깝다
1885,미라의 캐릭터는 매력적이다.
1886,솔직히 재미없다.
1887,옛날에 봤던건데 재밌어 ㅋㅋㅋ
1888,외로운 날에... 너무 심심하네
1889,의외로 재밌네..ㅋㅋ
1890,아오이 지못!!
1891,"산타 할아버지, 귀여워요. 그 몸무게때문에 마음이 아파서 달릴때 ㅋㅋㅋ 너무 귀여워."
1892,아주 재미있게 봤는데 평점이 낮아서 아쉽네요.
1893,"1979년 박정희 사망, 그 후 시리즈 중단, 글쎄 우연인가."
1894,이 매력적인 소년이 어떻게 따뜻하게 성장했는지 검색해보니... 무려!!
1895,나는 음악영화를 좋아해.
1896,대략적으로 다 재밌지만 이정도..
1897,"아, 재미있네요... 곳곳에 있는 코미디 요소가 참 매력적이에요!!!"
1898,내 인생을 되돌아보는 기회가 되었다.
1899,"막막하고, 산만하고, 보고 나서 정신이 혼미해지는 영화."
1900,나쁘지 않아
1901,보기도 싫은 쓰레기 영화다
1902,김규리도 막차 탄 듯! 평점 3점 이하의 쓰레기 영화.평점 7점은 알바 또는 낚시
1903,이 영화를 보면서 정말 많은 것을 느끼고 많이 울었다.
1904,당신은 왜 독도가 우리 영토인지를 설명할 수 있는가?
1905,이런 걸 보면 픽사의 영화가 얼마나 걸작인지 새삼 느끼게 돼.
1906,아래 말대로 진행이 너무 심심해... 그게 좀 아쉽다.
1907,죽기 전에 이런 영화를 보고 죽어서 다행이야.
1908,재미있습니다.
1909,ㅋㅋㅋ 나 혼자니까 10점 해줄께.
1910,정신병원의 이야기는 기본점을 먹고 들어가지만... 이게 웬일이야?
1911,난 강혜정이 일본가서 찍은줄 알았는데.. 닮았다는 생각뿐이고..
1912,빨리 다음편도 나와~
1913,내 자식 하나 때문에 도대체 몇 명이 죽어야 하는지... 지극히 이기적인 이야기
1914,훌륭했다.
1915,"최악의 영화, 시간이 아닐까?"
1916,엘라곤을 보고 나서 이 영화에서의 드래곤 디자인을 재평가하게 되었다.
1917,정말 영화를 통해서 인생을 더 길게 만드는 영화
1918,쉽게 공감할 수 없네요.
1919,내용이 너무 불충분해서... 끝도 너무 허술하고... 이도 저도 아닌..
1920,그저 볼 만하다
1921,재미없어
1922,내 인생에서 또 이런 드라마를 볼 수 있을까?
1923,최고...
1924,보는내내 기분나빠도 엄마를 만나는 장면에서는 좋았어. 그 이외는...
1925,완고한 사람 스토리
1926,차라리 딥식스가 낫지 아비스와 비교하다니. 인간의 얼굴이 뒤섞인 괴물은 코미디다
1927,뮤직비디오 조립이 따로 없는 영화과 1학년 실습작품이라고 더 이상 쓰레기가 되지는 않는다.
1928,이정도면..
1929,나는 재미있었어.특수훈련을 받는 여자들이 실험용 쥐로 나오는 캐언습 영화.
1930,재미있네요!!
1931,작품성이 흥행주로 만들어져 볼게 없네요.
1932,다소 아쉬운 면도 있지만 그래도 최고의 감동
1933,공포판 구니스 보는내내 흥미진진... 추억의 레전드 영화
1934,클레멘타인의 전설에 가까운 영화
1935,예쁜 언니들의 어설픈 코믹물
1936,이 영화 어디서 볼 수 있어요? 진짜 보고 싶은데 큰일이다.꼭 연락주세요!
1937,말이 필요 없다는 영화는 이런 영화를 말하는 것 같다.
1938,세세한 것은 좋지만
1939,최고야
1940,전편을 뛰어넘는 재미와 스완슨의 매력
1941,개미 싫어했는데 이거 보고 조금은 나아졌나?
1942,"보는 내내 즐겁고 유쾌한 영화, 정신이 번쩍 들 정도로 자유분방한 집시의 매력"
1943,"회사생활이얼마나힘든지조금알았던영화,"
1944,"아름다운 영상으로 포장된 불륜극, 전개도 너무 느려"
1945,will crying
1946,사무엘 잭슨의 최고의 영화 아닌가?
1947,김장훈 내레이션 볼만한 영화
1948,이거 다 보신 분 끈기가 대단해요.
1949,정말 재미있었어요. 정말 시간가는 줄 몰랐어요.
1950,"지독한 풍자 속에서 느껴지는 유쾌한 웃음, 그의 영화 문법에 무한한 감동을 받는다."
1951,아버지들의 고민... 그래서 더 슬프게..
1952,"아, 갑자기 버터 과자와 사이다가 먹고 싶어질 것 같아~ㅋㅋㅋ"
1953,역시 정말 잼있어~~ㅋ
1954,"이런, 내가 9년전에 이걸로 돈을 지불해 봤다니... チュ"
1955,정말 재미있는 영화네요.정말 감동했습니다.*^^*
1956,연기 못지 않은 대장정
1957,대중도 있는 척 하고 싶은데 가짜를 알아보는 눈이 생겼으니 이 영화는 시대착오적인
1958,등 넣고 배불러서 별 OO 다 하는구나.역겹다.
1959,재미도 없고...
1960,아 눈물이나올것같아서.. 탄탄한 스토리에 여태껏 못봤던 cg
1961,스토리를 다 알 것 같아. 디즈니나 픽사나 애니의 종류는 보지말아주세요. --
1962,별로 좋은 영화라고 느껴지진 않았다.
1963,아 맞다. 돈 아깝다.
1964,어디서 가슴이 뭉클해져야 할까. 지루해요.
1965,평점 자체를 주기도 아까운 영화 정말 스토리 자체가 수준이 떨어진다.
1966,굿도
1967,이게... 재밌는데?
1968,지루
1969,매우 감동적이네요.49번에서 했는데
1970,평점 조금은 더 올라가야 할 것 같군요.
1971,키키와 남자 사이의 갑작스러운 재미없다고 억지 유머
1972,여주인공은 정말 예쁜 것 같아요.
1973,정말 재밌습니다.
1974,볼 만하더라.
1975,인색하다고 남의 나라에 핵을 떨어뜨리다니 감동하지마 무개념들아 어디서 애국심을 들이대니
1976,"아, 재밌다. 왜 이 영화가 안 알려졌지? 평점도 이건 아닌데;; 완전 재밌네~"
1977,전형적인 신데렐라 스토리라고 할까 볼만함
1978,내 인생 최고의 드라마 말없는
1979,조델팔랜드의 광팬이 아니라면 조용히 다른 영화를 보라고 권한다.지루하기 짝이 없음
1980,어릴 때 극장에 가서 이거 봤는데 그때는 구경이었어.
1981,유치원 아이들을 데리고 봤는데 아이들이 무척 좋아했어요. 굿 굿 굿!!
1982,"아, 영화를 보면서 답답한 생각이 드는건 처음 알았어. 저렇게 살지 마. 26살이고 6살의 정신연령이야."
1983,훌륭합니다. 1보다 재밌습니다.
1984,일본영화는 정말;;
1985,이게 8차원적인 영화의 내용이라... 그리고 이상한 연극같은 느낌이다...
1986,좀 지루하긴 했지만.보영이의 뒤에 정말 여운이 가득 찬 영화 구점
1987,후지와라 노리카 언니!!
1988,감동하지 않을 수 없는 최고의 명작 애니메이션! 배시는 어린 시절의 우상이었다.
1989,나는 재미있었다
1990,삼류 코미디 영화 4시간과 돈이 아깝다.
1991,오늘 나왔어! 재미있게 봤어!
1992,자신의 소신을 지키는 것은 좋다. 그러나 화술까지 추상적이면 곤란하다.
1993,"감독 ""당장 지구를 떠나라"""
1994,잔잔해서 좋네.
1995,정말로 무섭게......
1996,그냥 보면서 머리가 텅 비어버린다.
1997,80년대에 지어진 작품이라면 평판이 높았을지도 모른다
1998,기대했던 만큼 좋은 영화였어요. 줄거리를 미리 읽어보면 더 좋을 것 같다.
1999,정신과 실체
2000,너무한다..
2001,셰프 포스터는 존 안이 무서우니까 인형은 아무 의미도 없다. 내 생에 최악의 영화
2002,원래 공포영화의 여주인공은 표도르와 붙어도 이긴다고 하던데...
2003,귀여워서 어쩔수 없어요~ 계속 미소짓는<wwwww
2004,왜 미스터리의 물이 이렇게 심심했을까?
2005,"너무 신선했고, 신데렐라 얘기를 해줘서 딱 들어맞았을땐 정말 감동적이었어."
2006,great
2007,모르겠어..
2008,마지막에 달린 거리만큼 달려와 환하게 웃는 호세인의 모습을 상상한다.좋은 영화로군
2009,웃기려고 만든 것 같은데?
2010,서면 cgv로 봤습니다.. 얼마나 울었는지.. 그저 슬플 뿐입니다
2011,"반전도 없었고, 줄거리도 뻔하고 지루해서 죽을 뻔했다"
2012,"싸우고 화해하고 이해하는, 바로 우리의 이야기."
2013,도대체 이게 뭐야?
2014,"오랜만에 로그인 한다, 이건 영화냐? 아, 정말 쓰네."
2015,쓰레기
2016,오랜 세월 딸 때문에 화난 영화 저런 딸 낳기보다 아닌 여자
2017,어이없는 결말이 아니라면 평균은 하겠지만.
2018,고소한 영화랄까?
2019,이게 왜 영화에 있어?
2020,하지만 임권택이니까 이 정도로 만든 거야. 김명곤과 김갑수 씨의 열연.
2021,도대체 무슨 생각으로 이런 영화를 만든거였는지..
2022,영화관에서 보면 돈 아깝다...
2023,내가 이 영화 덕분에 nc를 처음 알았어.
2024,평점 올리러 온 남녀 주인공의 내면연기를 달리는 영화
2025,평점 좋으니까 다운을 받아봐... 뭐라고?
2026,좋나하고 더러워.
2027,감독은 천재이거나 쓰레기이거나...
2028,보는 사람을 완전히 몰입시키는 김선경과 이미숙의 연기
2029,제이슨과 쌍벽을 이루는 살인마.작지만 강하다.
2030,시대가 문제가 아니다. 실력이 문제야.
2031,영화로 만들기엔 부족해..
2032,갓쯔
2033,추억의 영화 이준익 감독의 영화였군요.
2034,최고 ㅋㅋ
2035,어디서 본 듯한 쓸쓸한 스토리...
2036,오..재밌다.
2037,영화를 이렇게도 만들 수 있구나. 소설 '아버지'를 읽고 나서의 그 느낌.
2038,"참신한 설정에 멋있는 코믹연기, 좋았어... 그래도 최종회 [fxxxx]!"
2039,소박하고 사랑스러운 그림과 우리의 삶을 온화하게 다룬 소박한 애니메이션.
2040,독특하다 근데 봐버렸지~
2041,이게 뭐야
2042,보여주네
2043,감성적인 영화였다.
2044,교과서적 공포물 공포는 애교 수준
2045,그때로 돌아가고 있다. 이 영화의 1급 공무원이 봐줬으면 좋겠다.
2046,"액션, 재미, 감동 다 있어"
2047,학교에서 봤는데 옛날 영화인데 긴장감과 김희로의 원한이 보였다.
2048,말도 안되는 소리를 하려는 궁극의 예술 데이비드 린치 그 이상이다.
2049,시대를 거스르는 스토리 히로인은 예쁘네.
2050,소재는 좋은데 뭔가 2% 아쉽네요.재미있습니다
2051,볼 만했다.
2052,정말 재밌다..
2053,그냥 가벼운 마음으로 볼 수 있어.
2054,평점 7.5 정도가 적당하다.내 마음에는 맞지 않는 영화 / 거친 영화.개인적 평점은 0점.
2055,님 짱짱! 성룡오빠를 영원히 사랑하겠습니다!
2056,예지원이 나왔냐 몰랐습니다
2057,자신만의 세계에 빠져서 줄줄 독백... 내용이 없는 쓰레기
2058,주성치? 오맹달? 그냥 보기만 해! 아무말도 안해도 되구나.. 그냥 보면 기분이 좋아지는 영화!!
2059,실화를 바탕으로 잘 꾸며냈다.
2060,매혹적인 영화
2061,현실성의 두 캐릭터에 공감하고 생각해 볼 기회를 제공하는 귀중한 영화였습니다.~^^
2062,관계의 소통에서 오는 순간 순간의 답답함과 미진함을 잘 표현한 것처럼.
2063,캐릭터 귀엽고 정크삭 귀여운데 영화는 왜 그래?
2064,사람들의 욕심 때문에 바다를 잃은 주민들의 허탈한 심정을 함께 나눌 수 있었습니다.
2065,이게 무슨 영화냐.감독이 미국 편 1933년 작을 본 적이 있나요?
2066,모든 것을 영화로 너무 잘 표현한 것 같아.
2067,출연자들은 모두 원시인역 or or or )
2068,또 만나고싶어
2069,베리굿~
2070,"이 영화 관계자 모두의 아내와 딸, 내미들의 목덜미를 깨물어주고 싶다.www."
2071,푸하하하하
2072,눈과 귀를 기울이는 영화
2073,이런 영화는 다 있나. 산다는 건 정말 그랬어. 진짜 너무 대단해.
2074,'내 사랑은 이대로' OST밖에 기억나지 않습니다...
2075,악녀 쪽이 더 귀여워서...
2076,시즌3의 복선이라고 믿어 의심치않는... 음..하하!
2077,평점이 왜 그렇게 높아? 평점을 살펴 보았지만 재미가 없다
2078,중반부까지 경극만 했기 때문에 좀 지루해..도착하지도 않고 돈이 아깝다
2079,이렇게 몰입할 수 없는 영화도 있다니. 킬링 타임으로 사용되고 있지 않음을 비춘다.
2080,완전 쓰레기;
2081,재미있네요.
2082,재미가 있어요.
2083,말없는 명작
2084,전혀 재미없다.
2085,중구난방식설정은 어쩔 수 없는 딜레마?
2086,흙먼지가 좋았네요.
2087,황태자 이신: 다이나곤
2088,와 이게 실화라니.. 한순간도 눈을 뗄수가 없었네요.
2089,우울해서 마리올라 너무 불쌍해. 잔인한 러브스토리 말고 그저 잔인한 이야기
2090,탱고 음악의 감동이 밀려오다
2091,너 이 자식 들키면 죽는다
2092,희망은 좋은 것이다
2093,비가오면 생각나는 영화..이태성이 너무 멋있어요!!
2094,아름다운 영화. 잉그리드 버그먼에게 반하다.
2095,여호와의 증인이라고는 생각되지 않는다. 손에 성경을 들고 다니지도 않고 건배도 하지 않는다.
2096,영화를 보면서 이렇게 시계를 본 건 처음으로 초등학생이던 동생도 욕을 한다.
2097,"비버, 카쿠노"
2098,"이 영화는 왜 만들었을까. 가장 한심한 것은 ""혹시""라고 끝까지 본 내 자신."
2099,역시 빈디젤!
2100,개봉했는데 평점이 하나도 없네평점 주세요.
2101,CG도 엉성하고 스토리도 싱겁게
2102,음.. 아.. 나.. 시간 때우더라도 좀 아까운 영화..
2103,볼거리는 충분하지만
2104,정말 2% 부족한 영화.. 그 2% 때문에... 평점은 쫙...아깝다
2105,이런거 역전이라고 생각하나 클라이브 오웬영화 그만하자
2106,나름대로 손에 땀범벅으로 봤다...
2107,엘렌 페이지 때문에 재미있었어요. 대사도 유쾌하고 아미리와는 관계없습니다. www.
2108,김강우 악역캐릭터도 연기도 매력만점!
2109,야경만 그럴듯했지 볼 것은 없었다...너무 산만한 인물구조로 이야기는 산으로 흘러가는 듯
2110,재미있게 본 영화
2111,아주 재미있게 봤습니다.용서 못해도 아내의 유혹 드라마에 어울리고.
2112,전편의 명성을 이렇게 낮추다니 정말 대단하다고밖에 말할 수 없어.
2113,지금은 별로라고 생각하지만 그때는 정말 재미있었어.
2114,OO이런것도 영화라고...
2115,액션은 최고다.
2116,"어느 것도 꽤 괜찮고, 어느 것도 별로고... 하지만 잡동사니 장난감 상자처럼 재미있었다."
2117,"흥미로운 설정이지만,"
2118,아주 좋은 영화네요. 재밌어요.제대로 된 구조도 좋네요.
2119,감독의 스타일이 전혀 보이지 않는다. 개성 없이 단조로운 배우들도 미스캐스팅
2120,이건 아니야. 안 봤으면 더 높게 평가했을 거야
2121,좋겠다!!!! 충분해~ 시원해~ 아주 ㅎㅎ
2122,이게 전체관람가라는게;;
2123,"90년대 초반 영화 같은 촌스러운 이야기, 어색한 특수효과, 잘못된 한국어 사용의 약점 투성이 영화"
2124,나카조라타케마사
2125,캐릭터 하나로 이렇게 좋은 영화가
2126,강력한 캐스팅을 물로 가른 어설픈 연출과 구성
2127,"너무 감동적, 아낌없이 사랑을 표현하자"
2128,Not Bad
2129,공포의 터미네이터 주지사 두 명
2130,날카로운 시선
2131,말은 필요없어.
2132,결과는 좀 허무했다.하지만 콜린 퍼즈 엄청 조아! 배우의 연기나 구성도 좋다고 생각해~
2133,만점 주신 분들 애니메이션이라도 봐주세요. 애니메이션 추천;; 이건 그냥 졸려서
2134,한국의 잘못된 현실을 일깨워주고 인간에 대한 따뜻한 마음을 느끼게 해준 영화 재미
2135,이거 강지원 왜 찍었어?
2136,완전무류한 영화 데밈어를 예쁘게 찍으려고 했는데 헤어스타일이 너무 웃겨.
2137,너무 재미있어서 책으로 봐도 정말 재미있어~~
2138,감독님 나와...
2139,재미있는 영화
2140,신나게 블루스~
2141,말은 필요없어!!
2142,리메이크 아닌 패러디 영화
2143,제발...내 돈...
2144,따뜻한 감동을 느끼세요.
2145,굉장히 복합적인 장르지만 재미있는 영화. 순수하고 귀여운 베티~♪
2146,내용을 이해할 수 없어.
2147,역시 성룡행님 명불허전
2148,한마디로 돈이 아깝다
2149,쫄깃하다. 훌륭한 영화가. 와우.
2150,공포영화를 볼 수 없는 저도 본 영화입니다. 돈이 아까운 영화
2151,알파치노가 있으니까...
2152,이 시나리오는 정말 손발이 오그라들어요.배우님 안 보이시네.
2153,강 선생님 목소리 너무 웃겨ㅋㅋ 예고편 재밌네 ..
2154,음..답답하다;;
2155,건담 시드 전함 아크엔젤의 무기 트리스탄과 이졸데?
2156,애니 레보비츠의 이름만으로도 볼 만한 이유가 되는 원더풀! 그 자체
2157,나름 재밌는데.
2158,이거 뭐 하자는 거야?
2159,그럴듯한 단어로 영화를 포장하려고 하지마.
2160,재미있고 귀엽고 감동적입니다.
2161,이것이 진짜 진리다.한국에는 태권브이가 있다면 일본에는 전설 건담이 있다.
2162,재밌어요~!! 정말 스토리 탄탄!!
2163,반쪽짜리 상실의 시대복사 에로영화 이도 저도 아닌
2164,비행기 날 때마다 꿈과 행복의 플래그리티를 느끼게 해 두려움에 떨게 했던 영화.
2165,"완전히 떠나고, 사물을 다루는 태도가 역겹다. 내가 보수적이고 답답한 여자라서 이런거니?"
2166,ㅋㅋㅋ 최고다~
2167,good
2168,코믹하지도 슬프지도 않고 이렇게 뭐야? 보면 볼수록 질렸다.
2169,한국어 버전의 내레이션으로 별 하나라도 아까워지다
2170,주연배우들이 아까울 뿐
2171,초등학생들에게 데려가봐선 안되는 영화.. 학교 망신
2172,"토끼로 서로 싸우고, 자신의 특기로 다루는 것은 잘못이라고 생각한다."
2173,오그라드 발연의 향연...하지만 액션보는 맛도 별로...
2174,김민정 팬인데... 김민정 영화는 좀... 드라마는 좋은데... ㅠㅜ
2175,시사하는 바가 많은 좋은 성장 드라마. 코미디는 아닌데...
2176,말이 필요 없다
2177,"회색 느낌, 그들이 아름답다.참된 배려를 느끼게 해주는 영화"
2178,빗속에서 잔에 가득히 술을 마시는 장면. 잊혀진 걸작...
2179,상처는 폭력을 부르고 폭력은 다시 상처를 낳는다. 그 상처는 용서에 의해 치유된다.
2180,난 정말 괜찮았는데 결말도 깔끔하고... 여운이 남는것보다는 괜찮지않아???
2181,엄마가 이 작품을 리메이크 형식으로 제작했으면 좋았을텐데....
2182,재밌고 설레는 느낌. 다음이 계속 궁금해 유쾌하게 볼 수 있는 쿨한 영화~
2183,박중훈의 터미네이터는 살아남을까
2184,재미있습니다
2185,"사위 먹었네.오물오물... 딸아, 괜찮아.나 쿨하니까 ㅎㅎ"
2186,끝까지 돌리지 않는다면 무엇을 해도 성공하는 사람이다.
2187,솔직히 좀 거칠지만...-;;
2188,서양식 파드루지팡구의 내면이 잘 통과한다
2189,누구나 죽고싶을 때가 있다. - 공감
2190,"젊은 날의 광기, 그것은 사랑이었는가."
2191,정말 죽고싶은 사람만 봐주세요 정상인이면 평점 10점은 꼭 받을거야~
2192,스무 살 때... 하루하루 이 영화보고 꿈을 키운 smooth criminal 날 미치게 한 MV
2193,감동적이었습니다.어떤소녀와함께펼치는말?어쨌든 엄청좋은영화다!
2194,본편과 다르지 않잖아--아닌줄 알고 봤는데...
2195,"고전의 매력, 지루한 이후의 잔잔한 감동이랄까..?"
2196,저만 독감이 다르네요.
2197,정말 더럽고 재미없었다.
2198,게임이나 만화를 영화로 만드는 것이 무리.그냥 돈 버는 빌미로 만든 영화감독 인증
2199,은지원 최고야!!!
2200,결론은 채플린은 천재.
